timestamp,Committed_AS (mebibytes),anomaly%,annotations
1756262214000,10359.977,-,-
1756262216000,10366.266,-,-
1756262218000,10363.8985,-,-
1756262220000,10362.641,-,-
1756262222000,10362.641,-,-
1756262224000,10362.641,-,-
1756262226000,10362.641,-,-
1756262228000,10362.641,-,-
1756262230000,10362.641,-,-
1756262232000,10362.641,-,-
1756262234000,10362.641,-,-
1756262236000,10362.645,-,-
1756262238000,10362.645,-,-
1756262240000,10362.645,-,-
1756262242000,10362.645,-,-
1756262244000,10363.301,-,-
1756262246000,10363.957,-,-
1756262248000,10375.395,-,-
1756262250000,10375.395,-,-
1756262252000,10375.395,-,-
1756262254000,10374.1055,-,-
1756262256000,10372.832,-,-
1756262258000,10372.8635,-,-
1756262260000,10372.848,-,-
1756262262000,10372.848,-,-
1756262264000,10372.848,-,-
1756262266000,10372.848,-,-
1756262268000,10372.848,-,-
1756262270000,10372.848,-,-
1756262272000,10372.848,-,-
1756262274000,10372.848,-,-
1756262276000,10372.848,-,-
1756262278000,10372.848,-,-
1756262280000,10372.848,-,-
1756262282000,10372.848,-,-
1756262284000,10372.848,-,-
1756262286000,10372.848,-,-
1756262288000,10372.848,-,-
1756262290000,10372.848,-,-
1756262292000,10372.848,-,-
1756262294000,10372.848,-,-
1756262296000,10372.848,-,-
1756262298000,10372.848,-,-
1756262300000,10372.85,-,-
1756262302000,10372.852,-,-
1756262304000,10372.852,-,-
1756262306000,10372.852,-,-
1756262308000,10372.852,-,-
1756262310000,10372.852,-,-
1756262312000,10372.852,-,-
1756262314000,10372.852,-,-
1756262316000,10372.852,-,-
1756262318000,10372.852,-,-
1756262320000,10262.672,-,-
1756262322000,10262.672,-,-
1756262324000,10265.008,-,-
1756262326000,10264.559,-,-
1756262328000,10262.672,-,-
1756262330000,10262.672,-,-
1756262332000,10258.8985,-,-
1756262334000,10262.672,-,-
1756262336000,10258.8985,-,-
1756262338000,10255.125,-,-
1756262340000,10255.125,-,-
1756262342000,10255.125,-,-
1756262344000,10255.125,-,-
1756262346000,10255.125,-,-
1756262348000,10255.125,-,-
1756262350000,10255.125,-,-
1756262352000,10255.125,-,-
1756262354000,10255.125,-,-
1756262356000,10255.125,-,-
1756262358000,10255.125,-,-
1756262360000,10255.125,-,-
1756262362000,10255.125,-,-
1756262364000,10255.125,-,-
1756262366000,10255.125,-,-
1756262368000,10255.125,-,-
1756262370000,10255.125,-,-
1756262372000,10255.125,-,-
1756262374000,10255.125,-,-
1756262376000,10255.125,-,-
1756262378000,10255.125,-,-
1756262380000,10255.125,-,-
1756262382000,10255.125,-,-
1756262384000,10255.125,-,-
1756262386000,10255.125,-,-
1756262388000,10255.125,-,-
1756262390000,10255.125,-,-
1756262392000,10255.127,-,-
1756262394000,10255.129,-,-
1756262396000,10255.129,-,-
1756262398000,10255.129,-,-
1756262400000,10255.129,-,-
1756262402000,10255.129,-,-
1756262404000,10255.129,-,-
